	Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	CMseq	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
172	GUT_GENOME000203	13470_2_78	HBC	Isolate	3389399	43	262905	27.61	98.59	0.7		87.39	99.74	99.83	19		GUT_GENOME000203	MGYG-HGUT-00049	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp900066495	ERS852474	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00049/genomes1/GUT_GENOME000203.gff.gz
174	GUT_GENOME000205	13470_2_81	HBC	Isolate	3884358	122	70783	43.13	98.73	1.27		0.0	99.67	99.66	20		GUT_GENOME000205	MGYG-HGUT-00050	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066505	ERS852477	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00050/genomes1/GUT_GENOME000205.gff.gz
184	GUT_GENOME000215	13470_2_93	HBC	Isolate	3553289	97	93756	49.95	99.37	0.63		84.03	99.61	99.83	20		GUT_GENOME000215	MGYG-HGUT-00051	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__GCA-900066575 sp900066385	ERS852489	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00051/genomes1/GUT_GENOME000215.gff.gz
188	GUT_GENOME000219	14207_6_11	HBC	Isolate	3273900	86	90843	43.79	99.33	3.36		82.35	99.61	99.69	20		GUT_GENOME000219	MGYG-HGUT-00052	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp000508985	ERS2046326	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00052/genomes1/GUT_GENOME000219.gff.gz
189	GUT_GENOME000220	14207_6_12	HBC	Isolate	2181706	53	125149	64.75	99.52	0.48		94.96	99.67	99.66	20		GUT_GENOME000220	MGYG-HGUT-00053	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002358415	ERS2046327	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00053/genomes1/GUT_GENOME000220.gff.gz
190	GUT_GENOME000221	14207_6_13	HBC	Isolate	5213724	199	61670	43.32	98.88	0.09		94.96	99.67	99.59	20		GUT_GENOME000221	MGYG-HGUT-00054	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens	ERS2046328	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00054/genomes1/GUT_GENOME000221.gff.gz
193	GUT_GENOME000224	14207_6_2	HBC	Isolate	3235237	113	72364	49.91	97.92	0.38		89.92	99.67	94.7	20		GUT_GENOME000224	MGYG-HGUT-00055	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale	ERS2046317	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00055/genomes1/GUT_GENOME000224.gff.gz
194	GUT_GENOME000225	14207_6_3	HBC	Isolate	3324928	81	106893	47.72	99.43	0.75		91.6	99.67	99.42	20		GUT_GENOME000225	MGYG-HGUT-00056	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002358615	ERS2046318	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00056/genomes1/GUT_GENOME000225.gff.gz
198	GUT_GENOME000231	14207_6_9	HBC	Isolate	4370344	131	81097	45.93	98.51	0.37		0.0	99.67	99.49	20		GUT_GENOME000231	MGYG-HGUT-00057	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635	ERS2046324	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00057/genomes1/GUT_GENOME000231.gff.gz
199	GUT_GENOME000232	14207_7_10	HBC	Isolate	3448177	31	187346	42.48	97.91	2.11		82.35	99.74	99.83	20		GUT_GENOME000232	MGYG-HGUT-00058	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp900066595	ERS852500	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00058/genomes1/GUT_GENOME000232.gff.gz
203	GUT_GENOME000236	14207_7_18	HBC	Isolate	2886876	33	164783	56.38	99.33	0.0		0.0	99.74	99.86	20		GUT_GENOME000236	MGYG-HGUT-00059	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645	ERS852507	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00059/genomes1/GUT_GENOME000236.gff.gz
204	GUT_GENOME000237	14207_7_1	HBC	Isolate	3236506	50	437259	37.95	98.66	0.0		0.0	99.67	99.83	20		GUT_GENOME000237	MGYG-HGUT-00060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_B	ERS852492	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00060/genomes6/GUT_GENOME000237.gff.gz
210	GUT_GENOME000243	14207_7_25	HBC	Isolate	2183776	93	43584	60.12	99.19	0.81		94.12	99.61	99.45	20		GUT_GENOME000243	MGYG-HGUT-00061	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E	ERS852514	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00061/genomes1/GUT_GENOME000243.gff.gz
212	GUT_GENOME000245	14207_7_27	HBC	Isolate	3140383	25	445289	28.6	100.0	0.0		89.08	99.74	99.83	19		GUT_GENOME000245	MGYG-HGUT-00062	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	ERS852516	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00062/genomes1/GUT_GENOME000245.gff.gz
213	GUT_GENOME000246	14207_7_28	HBC	Isolate	4293327	28	393000	45.12	100.0	0.71		94.96	99.67	99.76	20		GUT_GENOME000246	MGYG-HGUT-00063	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695	ERS852517	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00063/genomes1/GUT_GENOME000246.gff.gz
215	GUT_GENOME000248	14207_7_30	HBC	Isolate	3139906	58	382368	28.1	99.19	1.61		94.96	79.0	86.12	20		GUT_GENOME000248	MGYG-HGUT-00064	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii	ERS852519	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00064/genomes1/GUT_GENOME000248.gff.gz
217	GUT_GENOME000250	14207_7_32	HBC	Isolate	3036060	98	90384	37.68	99.33	2.68		0.0	82.45	99.69	19		GUT_GENOME000250	MGYG-HGUT-00065	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705	ERS852521	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00065/genomes1/GUT_GENOME000250.gff.gz
226	GUT_GENOME000259	14207_7_42	HBC	Isolate	5871584	158	63820	48.78	100.0	3.64		0.0	99.61	99.83	20		GUT_GENOME000259	MGYG-HGUT-00066	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp900066755	ERS852531	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00066/genomes1/GUT_GENOME000259.gff.gz
227	GUT_GENOME000260	14207_7_43	HBC	Isolate	3710127	83	93953	43.66	95.32	0.58		0.0	99.61	99.62	20		GUT_GENOME000260	MGYG-HGUT-00067	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900066765	ERS852532	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00067/genomes1/GUT_GENOME000260.gff.gz
233	GUT_GENOME000266	14207_7_50	HBC	Isolate	2991480	79	87344	57.1	99.33	0.34		0.0	99.74	99.83	20		GUT_GENOME000266	MGYG-HGUT-00068	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900291975	ERS852539	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00068/genomes1/GUT_GENOME000266.gff.gz
235	GUT_GENOME000268	14207_7_52	HBC	Isolate	3099119	57	237914	50.04	99.33	0.0		92.44	99.67	99.86	20		GUT_GENOME000268	MGYG-HGUT-00069	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	ERS852541	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00069/genomes1/GUT_GENOME000268.gff.gz
236	GUT_GENOME000269	14207_7_54	HBC	Isolate	3806758	87	101351	57.2	97.99	0.13		0.0	99.74	99.86	20		GUT_GENOME000269	MGYG-HGUT-00070	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	ERS852543	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00070/genomes1/GUT_GENOME000269.gff.gz
238	GUT_GENOME000271	14207_7_56	HBC	Isolate	3913693	111	78897	59.52	96.31	0.0		94.12	99.74	99.86	20		GUT_GENOME000271	MGYG-HGUT-00071	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	ERS852545	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00071/genomes1/GUT_GENOME000271.gff.gz
239	GUT_GENOME000272	14207_7_57	HBC	Isolate	2648819	158	100166	37.01	98.66	0.0		0.0	99.74	99.73	20		GUT_GENOME000272	MGYG-HGUT-00072	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	ERS852546	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00072/genomes1/GUT_GENOME000272.gff.gz
246	GUT_GENOME000279	14207_7_64	HBC	Isolate	2615708	20	268821	56.68	99.19	0.81		94.96	99.67	99.79	20		GUT_GENOME000279	MGYG-HGUT-00073	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905	ERS852553	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00073/genomes1/GUT_GENOME000279.gff.gz
252	GUT_GENOME000285	14207_7_70	HBC	Isolate	3211677	23	196596	58.21	99.28	0.48		94.96	99.67	99.66	20		GUT_GENOME000285	MGYG-HGUT-00074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	ERS852559	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00074/genomes4/GUT_GENOME000285.gff.gz
256	GUT_GENOME000290	14207_7_75	HBC	Isolate	3140667	70	369043	27.0	99.3	0.23		89.92	99.74	94.97	20		GUT_GENOME000290	MGYG-HGUT-00075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935 sp900066925	ERS852564	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00075/genomes1/GUT_GENOME000290.gff.gz
261	GUT_GENOME000295	14207_7_83	HBC	Isolate	4318254	115	95257	42.41	98.55	0.41		0.0	99.61	99.83	20		GUT_GENOME000295	MGYG-HGUT-00076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS852572	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00076/genomes2/GUT_GENOME000295.gff.gz
265	GUT_GENOME000299	14207_7_87	HBC	Isolate	3184580	61	102284	37.92	100.0	1.34		82.35	99.74	78.26	19		GUT_GENOME000299	MGYG-HGUT-00077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A	ERS852576	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00077/genomes1/GUT_GENOME000299.gff.gz
274	GUT_GENOME000308	14207_7_9	HBC	Isolate	3032540	30	267346	36.51	98.66	0.0		0.0	99.67	99.79	20		GUT_GENOME000308	MGYG-HGUT-00078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	ERS852499	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00078/genomes1/GUT_GENOME000308.gff.gz
281	GUT_GENOME000319	14672_4_4	HBC	Isolate	2825536	127	51434	47.85	99.34	0.0		94.96	99.67	99.73	20		GUT_GENOME000319	MGYG-HGUT-00079	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	ERS2046334	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00079/genomes1/GUT_GENOME000319.gff.gz
286	GUT_GENOME000327	15841_8_85	HBC	Isolate	3256203	17	407399	44.35	99.33	4.03		82.35	99.61	99.69	20		GUT_GENOME000327	MGYG-HGUT-00080	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	ERS2046349	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00080/genomes1/GUT_GENOME000327.gff.gz
288	GUT_GENOME000330	15841_8_88	HBC	Isolate	2502899	24	215262	56.53	99.67	0.0		91.6	99.74	99.28	20		GUT_GENOME000330	MGYG-HGUT-00081	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum	ERS2046352	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00081/genomes1/GUT_GENOME000330.gff.gz
295	GUT_GENOME000337	17138_5_74	HBC	Isolate	3378582	129	80144	42.69	99.93	0.13		94.96	99.67	99.83	20		GUT_GENOME000337	MGYG-HGUT-00082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter fasciculus	ERS2046353	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00082/genomes1/GUT_GENOME000337.gff.gz
296	GUT_GENOME000338	17138_5_75	HBC	Isolate	5860216	44	632220	39.6	98.63	3.81		95.8	99.67	99.83	20		GUT_GENOME000338	MGYG-HGUT-00083	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_X;s__Bacillus_X simplex	ERS2046359	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00083/genomes1/GUT_GENOME000338.gff.gz
311	GUT_GENOME000367	18048_1_70	HBC	Isolate	3006478	45	98955	58.23	97.28	0.0		94.96	99.74	99.83	19		GUT_GENOME000367	MGYG-HGUT-00084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS846613	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00084/genomes3/GUT_GENOME000367.gff.gz
329	GUT_GENOME000396	18048_2_57	HBC	Isolate	2097125	50	106906	59.94	100.0	0.81		94.12	99.61	99.45	20		GUT_GENOME000396	MGYG-HGUT-00085	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS846600	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00085/genomes1/GUT_GENOME000396.gff.gz
335	GUT_GENOME000420	18048_2_82	HBC	Isolate	3340121	155	59382	59.05	98.66	0.67		0.0	99.74	99.86	20		GUT_GENOME000420	MGYG-HGUT-00086	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	ERS846626	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00086/genomes1/GUT_GENOME000420.gff.gz
336	GUT_GENOME000423	18048_2_85	HBC	Isolate	3392090	124	70303	51.89	98.73	0.0		81.51	97.72	99.76	20		GUT_GENOME000423	MGYG-HGUT-00087	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795	ERS846629	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00087/genomes1/GUT_GENOME000423.gff.gz
340	GUT_GENOME000432	18391_1_11	HBC	Isolate	1947459	51	87267	37.53	100.0	0.0		94.12	99.67	91.08	20		GUT_GENOME000432	MGYG-HGUT-00088	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	ERS2046340	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00088/genomes1/GUT_GENOME000432.gff.gz
353	GUT_GENOME000448	20287_6_22	HBC	Isolate	3052732	30	473238	46.51	97.99	0.0		89.92	81.21	99.86	19		GUT_GENOME000448	MGYG-HGUT-00089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	ERS2064585	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00089/genomes1/GUT_GENOME000448.gff.gz
361	GUT_GENOME000459	20287_6_37	HBC	Isolate	3325509	112	88438	57.88	99.33	0.0		0.0	99.74	99.86	20		GUT_GENOME000459	MGYG-HGUT-00090	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	ERS2064596	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00090/genomes1/GUT_GENOME000459.gff.gz
366	GUT_GENOME000469	20287_6_4	HBC	Isolate	6684283	23	710199	67.55	99.53	0.47		0.0	99.61	99.79	20		GUT_GENOME000469	MGYG-HGUT-00091	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans	ERS2046475	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00091/genomes1/GUT_GENOME000469.gff.gz
370	GUT_GENOME000479	20287_6_63	HBC	Isolate	3773898	64	227761	48.29	99.37	0.0		0.0	99.67	99.73	20		GUT_GENOME000479	MGYG-HGUT-00092	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	ERS2064605	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00092/genomes1/GUT_GENOME000479.gff.gz
373	GUT_GENOME000483	20287_6_6	HBC	Isolate	6212262	69	570736	55.62	100.0	0.76		95.8	99.67	99.79	20		GUT_GENOME000483	MGYG-HGUT-00093	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	ERS2046477	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00093/genomes1/GUT_GENOME000483.gff.gz
374	GUT_GENOME000484	20287_6_70	HBC	Isolate	2278069	41	178732	60.06	100.0	0.81		94.12	99.61	99.45	20		GUT_GENOME000484	MGYG-HGUT-00094	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS2064607	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00094/genomes1/GUT_GENOME000484.gff.gz
380	GUT_GENOME000496	20287_6_88	HBC	Isolate	5524219	39	282062	48.25	99.37	2.37		0.0	99.61	99.83	20		GUT_GENOME000496	MGYG-HGUT-00095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__	ERS2046386	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00095/genomes1/GUT_GENOME000496.gff.gz
388	GUT_GENOME000508	20298_2_19	HBC	Isolate	2296798	34	553794	38.74	99.82	0.0		91.6	99.67	99.83	20		GUT_GENOME000508	MGYG-HGUT-00096	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__	ERS2046496	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v1.0/all_genomes/MGYG-HGUT-000/MGYG-HGUT-00096/genomes1/GUT_GENOME000508.gff.gz
